,Município,PIB_per_capita,População,Capag_real,Capag_predito
2101,Nova Canaã,7753,16451,1,1
2102,Nova Fátima,9892,7802,,1
2103,Nova Ibiá,11037,6631,1,1
2104,Nova Itarana,6216,8172,1,1
2105,Nova Redenção,5877,9115,,1
2106,Nova Soure,8494,24493,1,1
2107,Nova Viçosa,11470,42950,,0
2108,Novo Horizonte,6468,12241,1,1
2109,Novo Triunfo,5064,15380,1,1
2110,Olindina,7104,28152,1,1
2111,Oliveira dos Brejinhos,7826,21838,1,1
2112,Ouriçangas,6484,8557,0,0
2113,Ourolândia,8917,17389,1,1
2114,Palmas de Monte Alto,7657,21703,1,1
2115,Palmeiras,8913,8961,0,0
2116,Paramirim,9665,21518,1,1
2117,Paratinga,6769,31853,1,1
2118,Paripiranga,9625,28956,0,0
2119,Pau Brasil,9120,9981,1,1
2120,Paulo Afonso,29723,117014,0,0
2121,Pé de Serra,6962,13601,1,1
2122,Pedrão,5555,7298,0,0
2123,Pedro Alexandre,5636,17486,1,1
2124,Piatã,7262,17269,,1
2125,Pilão Arcado,6795,34486,1,1
2126,Pindaí,11577,16234,1,1
2127,Pindobaçu,6558,20204,1,1
2128,Pintadas,8194,10482,1,1
2129,Piraí do Norte,7954,10007,1,1
2130,Piripá,6219,10952,,1
2131,Piritiba,6216,24538,1,1
2132,Planaltino,7307,9272,0,1
2133,Planalto,9127,26092,,1
2134,Poções,10142,46862,1,1
2135,Pojuca,26557,39045,0,0
2136,Ponto Novo,7544,15012,,1
2137,Porto Seguro,21317,146625,0,0
2138,Potiraguá,11213,7549,,1
2139,Prado,15773,28152,1,1
2140,Presidente Dutra,6667,15121,1,1
2141,Presidente Jânio Quadros,6545,12505,1,1
2142,Presidente Tancredo Neves,9395,27422,1,1
2143,Queimadas,8027,25445,1,1
2144,Quijingue,6488,27533,1,1
2145,Quixabeira,6787,8990,1,1
2146,Rafael Jambeiro,13463,22610,1,1
2147,Remanso,8864,41200,1,1
2148,Retirolândia,8574,14295,0,0
2149,Riachão das Neves,43808,22343,1,1
2150,Riachão do Jacuípe,10660,33403,1,1
2151,Riacho de Santana,7195,35240,0,0
2152,Ribeira do Amparo,8719,14843,1,1
2153,Ribeira do Pombal,10613,52956,1,1
2154,Ribeirão do Largo,12765,6304,1,1
2155,Rio de Contas,9122,13048,,1
2156,Rio do Antônio,6589,15289,,1
2157,Rio do Pires,7072,11645,,1
2158,Rio Real,21840,40475,0,0
2159,Rodelas,9752,9213,1,1
2160,Ruy Barbosa,9764,30767,0,0
2161,Salinas da Margarida,10704,15463,0,0
2162,Salvador,22232,2857329,0,0
2163,Santa Bárbara,8147,20694,,1
2164,Santa Brígida,6983,14088,1,1
2165,Santa Cruz Cabrália,15085,27626,,1
2166,Santa Cruz da Vitória,8602,6354,1,1
2167,Santa Inês,6534,10656,0,0
2168,Santaluz,10065,37158,,1
2169,Santa Luzia,7339,12751,1,1
2170,Santa Maria da Vitória,11678,39920,1,1
2171,Santana,9418,26517,1,1
2172,Santanópolis,5688,8920,1,1
2173,Santa Rita de Cássia,7985,28192,1,1
2174,Santa Terezinha,7106,10345,1,1
2175,Santo Amaro,13628,59512,1,1
2176,Santo Antônio de Jesus,21629,100605,1,1
2177,Santo Estêvão,13962,52413,1,1
2178,São Desidério,109841,33193,1,1
2179,São Domingos,7755,9042,1,1
2180,São Félix,14138,14717,,1
2181,São Félix do Coribe,13999,15310,1,1
2182,São Felipe,8870,21069,1,1
2183,São Francisco do Conde,225290,39338,1,1
2184,São Gabriel,6153,18798,1,1
2185,São Gonçalo dos Campos,27516,37139,,0
2186,São José da Vitória,8478,5710,1,1
2187,São José do Jacuípe,8366,10417,1,1
2188,São Miguel das Matas,11426,11645,1,1
2189,São Sebastião do Passé,14504,44164,1,1
2190,Sapeaçu,9473,17387,1,1
2191,Sátiro Dias,10517,19644,1,1
2192,Saubara,11133,11978,,1
2193,Saúde,6536,12883,1,1
2194,Seabra,12018,43941,0,0
2195,Sebastião Laranjeiras,7000,11351,1,1
2196,Senhor do Bonfim,11114,78588,1,1
2197,Serra do Ramalho,8923,31532,1,1
2198,Sento Sé,22558,40703,1,1
2199,Serra Dourada,8231,17452,1,1
2200,Serra Preta,7524,15064,,1
2201,Serrinha,10814,80411,,1
2202,Serrolândia,6977,13347,1,1
2203,Simões Filho,43740,132906,1,1
2204,Sítio do Mato,7305,12965,1,1
2205,Sítio do Quinto,7430,10316,1,1
2206,Sobradinho,30335,22806,1,1
2207,Souto Soares,6873,16905,1,1
2208,Tabocas do Brejo Velho,12079,12517,1,1
2209,Tanhaçu,8991,20416,,1
2210,Tanque Novo,9531,17285,1,1
2211,Tanquinho,6797,7909,1,1
2212,Taperoá,8030,20889,1,1
2213,Tapiramutá,6432,17046,,1
2214,Teixeira de Freitas,16319,158445,1,1
2215,Teodoro Sampaio,9684,7493,1,1
2216,Teofilândia,7038,22479,1,1
2217,Teolândia,11399,14860,1,1
2218,Terra Nova,8907,12965,,1
2219,Tremedal,6818,16608,,1
2220,Tucano,8924,50568,1,1
2221,Uauá,7922,24486,1,1
2222,Ubaíra,8477,19914,0,0
2223,Ubaitaba,11008,19275,,1
2224,Ubatã,7204,26795,1,1
2225,Uibaí,6406,13884,0,0
2226,Umburanas,7899,19034,1,1
2227,Una,13415,19484,0,1
2228,Urandi,9687,16651,1,1
2229,Uruçuca,11066,20630,1,1
2230,Utinga,8329,19098,0,0
2231,Valença,15175,95858,,1
2232,Valente,8021,28130,1,1
2233,Várzea da Roça,6425,14087,,1
2234,Várzea do Poço,9051,9130,1,1
2235,Várzea Nova,8308,12772,1,1
2236,Varzedo,11320,8895,1,1
2237,Vera Cruz,12650,42706,0,1
2238,Vereda,11485,6258,1,1
2239,Vitória da Conquista,20761,338885,0,0
2240,Wagner,7355,9347,,1
2241,Wanderley,10371,12299,1,1
2242,Wenceslau Guimarães,11512,21228,1,1
2243,Xique-Xique,8442,46440,1,1
2244,Abadia dos Dourados,18353,6972,0,0
2245,Abaeté,21286,23223,0,0
2246,Abre Campo,13938,13465,0,0
2247,Acaiaca,11080,3994,,0
2248,Açucena,10540,9575,,1
2249,Água Boa,10181,13600,,1
2250,Água Comprida,65983,2005,,0
2251,Aguanil,13495,4448,,0
2252,Águas Formosas,12107,19166,1,1
2253,Águas Vermelhas,16163,13477,1,1
2254,Aimorés,18105,25193,0,0
2255,Aiuruoca,15378,6032,,0
2256,Alagoa,13402,2683,,0
2257,Albertina,29485,3003,,0
2258,Além Paraíba,25797,35321,0,0
2259,Alfenas,32762,79481,1,0
2260,Alfredo Vasconcelos,13855,6831,0,0
2261,Almenara,12833,41642,,0
2262,Alpercata,10644,7411,,1
2263,Alpinópolis,18048,19745,0,1
2264,Alterosa,14738,14414,0,0
2265,Alto Caparaó,11685,5799,0,0
2266,Alto Rio Doce,15211,11146,1,1
2267,Alvarenga,9733,3973,1,1
2268,Alvinópolis,17741,15239,1,0
2269,Alvorada de Minas,13165,3606,0,0
2270,Amparo do Serra,9672,4751,0,0
2271,Andradas,21690,40747,0,0
2272,Cachoeira de Pajeú,10437,9382,1,1
2273,Andrelândia,19029,12242,,1
2274,Angelândia,10268,8481,1,1
2275,Antônio Carlos,14330,11432,,0
2276,Antônio Dias,26636,9363,0,0
2277,Antônio Prado de Minas,14443,1609,1,0
2278,Araçaí,23704,2341,0,0
2279,Aracitaba,12021,2066,,0
2280,Araçuaí,10966,36705,0,0
2281,Araguari,39942,116691,0,0
2282,Arantina,17577,2804,,1
2283,Araponga,9592,8425,0,0
2284,Araporã,189009,6804,,0
2285,Arapuá,39981,2833,0,0
2286,Araújos,33338,9142,,0
2287,Araxá,58774,105083,0,0
2288,Arceburgo,27185,10657,,0
2289,Arcos,31945,39793,1,1
2290,Areado,15383,14955,0,0
2291,Argirita,12036,2751,1,1
2292,Aricanduva,9956,5191,0,0
2293,Arinos,12222,17888,1,0
2294,Astolfo Dutra,18898,14085,1,1
2295,Ataléia,9689,13064,,1
2296,Augusto de Lima,14581,4888,0,0
2297,Baependi,14385,19094,0,0
2298,Baldim,14332,7851,1,1
2299,Bambuí,22762,23757,0,0
2300,Bandeira,8998,4825,1,1
2301,Bandeira do Sul,12754,5713,1,0
2302,Barão de Cocais,25089,32319,1,0
2303,Barão de Monte Alto,8913,5443,1,1
2304,Barbacena,20970,136392,0,0
2305,Barra Longa,11615,5250,1,0
2306,Barroso,19119,20720,0,0
2307,Bela Vista de Minas,24802,10248,0,0
2308,Belmiro Braga,15035,3433,,0
2309,Belo Horizonte,36759,2501576,0,0
2310,Belo Oriente,64197,26396,0,0
2311,Belo Vale,19736,7710,0,1
2312,Berilo,7913,11995,0,1
2313,Bertópolis,8023,4602,,1
2314,Berizal,8800,4705,,1
2315,Betim,58911,432575,0,0
2316,Bias Fortes,9458,3430,0,0
2317,Bicas,17441,14431,0,0
2318,Biquinhas,16728,2532,1,0
2319,Boa Esperança,20451,40031,0,0
2320,Bocaina de Minas,11243,5091,,1
2321,Bocaiúva,16896,49942,0,0
2322,Bom Despacho,26205,50166,0,0
2323,Bom Jardim de Minas,16680,6489,0,0
2324,Bom Jesus da Penha,29598,4190,0,0
2325,Bom Jesus do Amparo,14151,6031,1,0
2326,Bom Jesus do Galho,10095,15010,,0
2327,Bom Repouso,11751,10558,0,0
2328,Bom Sucesso,16038,17598,0,0
2329,Bonfim,13055,6876,,0
2330,Bonfinópolis de Minas,35159,5544,,0
2331,Bonito de Minas,6615,11088,1,1
2332,Borda da Mata,15837,19202,,0
2333,Botelhos,15242,14995,0,0
2334,Botumirim,8554,6350,0,0
2335,Brasilândia de Minas,15956,16321,0,0
2336,Brasília de Minas,9564,32288,1,1
2337,Brás Pires,8173,4374,,0
2338,Braúnas,48070,4835,0,0
2339,Brazópolis,11729,14508,0,0
2340,Brumadinho,65381,39520,0,0
2341,Bueno Brandão,13699,11010,,0
2342,Buenópolis,11826,10377,,0
2343,Bugre,8392,4074,,0
2344,Buritis,32657,24663,0,0
2345,Buritizeiro,15521,27988,1,1
2346,Cabeceira Grande,44075,6909,0,0
2347,Cabo Verde,13726,14075,0,0
2348,Cachoeira da Prata,10662,3616,1,1
2349,Cachoeira de Minas,24207,11514,0,0
2350,Cachoeira Dourada,27221,2677,,0
2351,Caetanópolis,22082,11495,,0
2352,Caeté,13417,44377,1,0
2353,Caiana,11233,5450,,1
2354,Cajuri,17482,4002,0,0
2355,Caldas,16405,14417,0,0
2356,Camacho,13483,2934,0,0
2357,Camanducaia,25876,21738,0,0
2358,Cambuí,39584,29278,,0
2359,Cambuquira,18411,12816,1,1
2360,Campanário,11065,3711,1,1
2361,Campanha,19019,16565,0,0
2362,Campestre,15634,21056,1,1
2363,Campina Verde,26023,19738,0,0
2364,Campo Azul,8796,3810,1,0
2365,Campo Belo,19088,53866,0,0
2366,Campo do Meio,14629,11658,0,0
2367,Campo Florido,62765,8029,0,0
2368,Campos Altos,20257,15356,1,0
2369,Campos Gerais,16504,28703,0,0
2370,Canaã,13126,4579,0,0
2371,Canápolis,28651,12025,1,1
2372,Cana Verde,11466,5612,0,0
2373,Candeias,16584,14883,1,0
2374,Cantagalo,9445,4498,1,1
2375,Caparaó,12993,5424,,0
2376,Capela Nova,10367,4673,1,1
2377,Capelinha,17018,37856,0,0
2378,Capetinga,19989,6952,0,0
2379,Capim Branco,9197,9679,1,1
2380,Capinópolis,25482,16109,0,0
2381,Capitão Andrade,8755,5420,0,0
2382,Capitão Enéas,20419,15153,1,0
2383,Capitólio,29044,8601,0,0
2384,Caputira,8621,9287,0,0
2385,Caraí,6553,23586,,0
2386,Caranaíba,10052,3200,1,0
2387,Carandaí,18800,25327,0,0
2388,Carangola,16145,32988,,0
2389,Caratinga,18565,91503,1,1
2390,Carbonita,17550,9396,1,1
2391,Careaçu,20794,6721,,0
2392,Carlos Chagas,17722,19007,0,0
2393,Carmésia,11075,2617,0,0
2394,Carmo da Cachoeira,18335,12158,0,0
2395,Carmo da Mata,15895,11439,1,1
2396,Carmo de Minas,13297,14769,0,0
2397,Carmo do Cajuru,18309,22257,0,0
2398,Carmo do Paranaíba,23740,30324,0,0
2399,Carmo do Rio Claro,22346,21180,1,0
2400,Carmópolis de Minas,21567,19144,0,0
2401,Carneirinho,31855,9986,,0
2402,Carrancas,20620,4044,,0
2403,Carvalhópolis,13063,3560,0,0
2404,Carvalhos,12977,4495,,0
2405,Casa Grande,19523,2260,1,1
2406,Cascalho Rico,16747,3057,0,0
2407,Cássia,18376,17739,,0
2408,Conceição da Barra de Minas,11580,3962,1,1
2409,Cataguases,20631,74691,1,1
2410,Catas Altas,78778,5330,0,0
2411,Catas Altas da Noruega,9650,3629,,0
2412,Catuji,9416,6366,,0
2413,Catuti,7984,5008,1,1
2414,Caxambu,15512,21703,0,0
2415,Cedro do Abaeté,15471,1171,0,0
2416,Central de Minas,10487,7017,,0
2417,Centralina,24105,10425,1,0
2418,Chácara,11892,3121,1,1
2419,Chalé,13191,5709,,1
2420,Chapada do Norte,6326,15368,0,0
2421,Chapada Gaúcha,14845,13397,0,0
2422,Chiador,11442,2702,,0
2423,Cipotânea,7380,6774,1,1
2424,Claraval,29285,4810,0,0
2425,Claro dos Poções,8569,7590,1,1
2426,Cláudio,24910,28366,0,0
2427,Coimbra,14184,7517,0,0
2428,Coluna,9674,8907,0,0
2429,Comendador Gomes,36420,3103,,0
2430,Comercinho,7566,7090,1,1
2431,Conceição da Aparecida,18406,10261,0,0
2432,Conceição das Pedras,13521,2811,,0
2433,Conceição das Alagoas,32801,27425,0,0
2434,Conceição de Ipanema,11708,4570,1,1
2435,Conceição do Mato Dentro,41556,17641,0,0
2436,Conceição do Pará,47184,5480,1,1
2437,Conceição do Rio Verde,15525,13590,0,0
2438,Conceição dos Ouros,15525,11525,0,0
2439,Cônego Marinho,6784,7595,,0
2440,Confins,163730,6657,1,1
2441,Congonhal,16917,11813,0,0
2442,Congonhas,31529,54196,0,0
2443,Congonhas do Norte,7999,5044,1,1
2444,Conquista,47796,6908,0,0
2445,Conselheiro Lafaiete,16555,127539,0,0
2446,Conselheiro Pena,12474,22892,,0
2447,Consolação,13874,1782,0,0
2448,Contagem,42077,659070,0,0
2449,Coqueiral,17043,9191,0,0
2450,Coração de Jesus,7902,26592,1,1
2451,Cordisburgo,10708,8883,0,0
2452,Cordislândia,17649,3534,,0
2453,Corinto,13412,23797,0,0
2454,Coroaci,10900,10040,1,1
2455,Coromandel,35895,27982,,0
2456,Coronel Fabriciano,15566,109405,0,0
2457,Coronel Murta,8721,9228,,0
2458,Coronel Pacheco,13117,3080,1,1
2459,Coronel Xavier Chaves,14376,3426,0,0
2460,Córrego Danta,44467,3241,0,0
2461,Córrego do Bom Jesus,9714,3714,,1
2462,Córrego Fundo,26576,6290,0,0
2463,Córrego Novo,11212,2814,0,0
2464,Couto de Magalhães de Minas,9822,4396,1,1
2465,Crisólita,8494,6646,,1
2466,Cristais,14356,12660,0,0
2467,Cristália,7380,5960,0,1
2468,Cristiano Otoni,14207,5145,0,0
2469,Cristina,15978,10258,0,1
2470,Crucilândia,12571,5014,,0
2471,Cruzeiro da Fortaleza,23455,4134,,0
2472,Cruzília,14871,15358,0,0
2473,Cuparaque,10429,4960,1,1
2474,Curral de Dentro,8100,7656,1,1
2475,Curvelo,19260,79625,0,0
2476,Datas,9239,5399,0,0
2477,Delfim Moreira,12599,8035,1,1
2478,Delfinópolis,23222,7098,,0
2479,Delta,34012,10291,,0
2480,Descoberto,12975,4996,,1
2481,Desterro de Entre Rios,18821,7232,0,1
2482,Desterro do Melo,11808,2919,0,0
2483,Diamantina,15911,47617,0,0
2484,Diogo de Vasconcelos,8332,3814,0,0
2485,Dionísio,10701,7852,0,0
2486,Divinésia,13727,3411,0,0
2487,Divino,11431,19884,0,0
2488,Divino das Laranjeiras,9710,4984,,1
2489,Divinolândia de Minas,8411,7527,0,0
2490,Divinópolis,27388,235977,0,0
2491,Divisa Alegre,20598,6702,1,1
2492,Divisa Nova,14963,5996,0,0
2493,Divisópolis,6780,10820,0,0
2494,Dom Bosco,13828,3699,0,0
2495,Dom Cavati,10879,5097,0,0
2496,Dom Joaquim,9848,4482,1,1
2497,Dom Silvério,16333,5243,0,0
2498,Dom Viçoso,10346,3007,,0
2499,Dona Eusébia,11994,6523,,0
2500,Dores de Campos,26967,10081,0,0
2501,Dores de Guanhães,23794,5185,,0
2502,Dores do Indaiá,16969,13541,,0
2503,Dores do Turvo,10675,4289,,0
2504,Doresópolis,32694,1521,,0
2505,Douradoquara,28868,1905,0,0
2506,Durandé,12655,7811,1,0
2507,Elói Mendes,18399,27823,,0
2508,Engenheiro Caldas,10464,11064,1,1
2509,Engenheiro Navarro,9135,7244,1,1
2510,Entre Folhas,9215,5362,0,0
2511,Entre Rios de Minas,13683,15214,0,0
2512,Ervália,16087,18829,1,1
2513,Esmeraldas,9832,70200,,0
2514,Espera Feliz,16890,24773,0,0
2515,Espinosa,10154,31624,1,1
2516,Espírito Santo do Dourado,16654,4673,0,0
2517,Estiva,22788,11321,0,0
2518,Estrela Dalva,12989,2361,0,0
2519,Estrela do Indaiá,27552,3508,,0
2520,Estrela do Sul,72318,7936,0,0
2521,Eugenópolis,14137,11218,1,0
2522,Ewbank da Câmara,9821,3904,0,0
2523,Extrema,268459,35474,0,0
2524,Fama,16783,2379,0,0
2525,Faria Lemos,16630,3262,1,0
2526,Felício dos Santos,8978,4804,0,0
2527,São Gonçalo do Rio Preto,10660,3161,0,0
2528,Felisburgo,7701,7409,,1
2529,Felixlândia,14606,15235,1,0
2530,Fernandes Tourinho,11626,3394,0,0
2531,Ferros,11604,9949,0,0
2532,Fervedouro,10107,10957,1,1
2533,Florestal,15181,7386,1,1
2534,Formiga,25107,67540,0,0
2535,Formoso,21306,9431,1,1
2536,Fortaleza de Minas,14779,4387,,0
2537,Fortuna de Minas,12841,2927,0,0
2538,Francisco Badaró,6298,10343,,1
2539,Francisco Dumont,12114,5187,0,0
2540,Francisco Sá,13826,26181,1,1
2541,Franciscópolis,13052,5446,,1
2542,Frei Gaspar,9219,5891,,0
2543,Frei Inocêncio,10640,9555,,0
2544,Frei Lagonegro,8972,3469,1,1
2545,Fronteira,51725,17701,1,1
2546,Fronteira dos Vales,7863,4601,1,1
2547,Fruta de Leite,7283,5441,1,1
2548,Frutal,32188,58962,0,0
2549,Funilândia,12502,4304,1,1
2550,Galiléia,12480,6844,0,0
2551,Gameleiras,7872,5122,1,1
2552,Glaucilândia,9688,3136,1,1
2553,Goiabeira,11478,3328,1,1
2554,Goianá,15152,3940,1,1
2555,Gonçalves,14339,4345,0,0
2556,Gonzaga,8321,6145,1,0
2557,Gouveia,10951,11833,1,0
2558,Governador Valadares,22278,278685,1,1
2559,Grão Mogol,39725,15779,1,1
2560,Grupiara,20684,1389,1,1
2561,Guanhães,20335,34057,0,0
2562,Guapé,16671,14233,1,1
2563,Guaraciaba,8423,10333,,0
2564,Guaraciama,12077,4954,,1
2565,Guaranésia,23027,19025,1,1
2566,Guarani,14096,8903,1,1
2567,Guarará,11753,3818,0,0
2568,Guarda-Mor,56186,6591,,1
2569,Guaxupé,38992,51750,0,0
2570,Guidoval,12745,7105,,1
2571,Guimarânia,19467,7971,,0
2572,Guiricema,10411,8442,,1
2573,Gurinhatã,21383,5704,1,1
2574,Heliodora,14806,6524,0,0
2575,Iapu,9142,10867,0,0
2576,Ibertioga,13205,5033,0,0
2577,Ibiá,40152,25035,,0
2578,Ibiaí,8097,8351,1,1
2579,Ibiracatu,7700,5975,0,0
2580,Ibiraci,39083,13687,,0
2581,Ibirité,12599,179015,,0
2582,Ibitiúra de Minas,14448,3483,0,0
2583,Ibituruna,12673,2982,0,0
2584,Icaraí de Minas,6803,11879,1,1
2585,Igarapé,16245,42246,0,0
2586,Igaratinga,34889,10709,0,0
2587,Iguatama,39499,7971,1,0
2588,Ijaci,43726,6488,,0
2589,Ilicínea,15260,12303,1,0
2590,Imbé de Minas,9108,6865,0,0
2591,Inconfidentes,13437,7297,0,0
2592,Indaiabira,7898,7363,1,1
2593,Indianópolis,63068,6829,1,1
2594,Ingaí,22398,2757,0,0
2595,Inhapim,12610,24204,0,0
2596,Inhaúma,18064,6228,1,1
2597,Inimutaba,9894,7467,1,1
2598,Ipaba,8130,18438,0,0
2599,Ipanema,10795,19717,,0
2600,Ipatinga,43757,261344,1,1
2601,Ipiaçu,22205,4217,1,1
2602,Ipuiúna,13388,10039,1,1
2603,Iraí de Minas,34482,6944,1,0
2604,Itabira,55544,119186,0,0
2605,Itabirinha,9841,11446,,0
2606,Itabirito,97711,51281,0,0
2607,Itacambira,10975,5353,1,1
2608,Itacarambi,10521,18142,1,1
2609,Itaguara,20690,13278,1,1
2610,Itaipé,7050,12681,,0
2611,Itajubá,31052,96389,0,0
2612,Itamarandiba,14800,34527,0,0
2613,Itamarati de Minas,13645,4333,0,0
2614,Itambacuri,11670,23212,,0
2615,Itambé do Mato Dentro,11745,2107,0,0
2616,Itamogi,18075,10229,0,0
2617,Itamonte,56105,15440,,0
2618,Itanhandu,26411,15236,0,0
2619,Itanhomi,9486,12212,1,1
2620,Itaobim,12803,21096,0,0
2621,Itapagipe,27161,15102,,0
2622,Itapecerica,22196,21763,1,1
2623,Itapeva,53063,9682,1,1
2624,Itatiaiuçu,140310,11037,0,0
2625,Itaú de Minas,28425,16014,,0
2626,Itaúna,33505,92561,0,0
2627,Itaverava,9117,5470,1,1
2628,Itinga,8215,14956,0,0
2629,Itueta,11741,6039,1,1
2630,Ituiutaba,26615,104067,0,0
2631,Itumirim,9859,6048,0,0
2632,Iturama,55369,38822,1,1
2633,Itutinga,30465,3809,,0
2634,Jaboticatubas,11070,19858,0,0
2635,Jacinto,8401,12329,1,1
2636,Jacuí,14919,7681,0,0
2637,Jacutinga,26970,25684,1,1
2638,Jaguaraçu,22888,3124,,1
2639,Jaíba,13854,38413,1,1
2640,Jampruca,10150,5378,1,0
2641,Janaúba,15761,71265,0,0
2642,Januária,10162,67628,1,1
2643,Japaraíba,16707,4314,0,0
2644,Japonvar,6998,8556,0,0
2645,Jeceaba,204457,4973,0,0
2646,Jenipapo de Minas,9273,7645,0,0
2647,Jequeri,11161,12460,1,1
2648,Jequitaí,10300,7597,,0
2649,Jequitibá,17299,5215,,1
2650,Jequitinhonha,9010,25305,1,1
2651,Jesuânia,12781,4795,1,1
2652,Joaíma,8735,15410,1,1
2653,Joanésia,17230,4674,,0
2654,João Monlevade,36814,79387,0,0
2655,João Pinheiro,30186,48561,1,1
2656,Joaquim Felício,9442,4662,,1
2657,Jordânia,8407,10780,1,1
2658,José Gonçalves de Minas,9907,4516,1,1
2659,José Raydan,10435,4938,1,1
2660,Josenópolis,7664,4844,1,1
2661,Nova União,14983,5718,0,0
2662,Juatuba,45494,26484,0,0
2663,Juiz de Fora,29988,564310,0,0
2664,Juramento,8948,4316,1,1
2665,Juruaia,14673,10441,0,0
2666,Juvenília,8908,5733,,1
2667,Ladainha,6570,18026,,1
2668,Lagamar,21875,7627,0,0
2669,Lagoa da Prata,35108,51601,0,0
2670,Lagoa dos Patos,10117,4124,1,1
2671,Lagoa Dourada,17148,12953,0,0
2672,Lagoa Formosa,19145,17991,0,0
2673,Lagoa Grande,25380,9454,0,0
2674,Lagoa Santa,26018,63359,0,0
2675,Lajinha,17239,19928,,0
2676,Lambari,15494,20719,,0
2677,Lamim,12227,3404,1,1
2678,Laranjal,11429,6786,0,0
2679,Lassance,19381,6522,0,0
2680,Lavras,25458,102728,0,0
2681,Leandro Ferreira,12418,3233,0,0
2682,Leme do Prado,10137,4915,1,1
2683,Leopoldina,19300,52532,1,1
2684,Liberdade,14152,5109,0,0
2685,Lima Duarte,16596,16671,0,0
2686,Limeira do Oeste,52101,7481,0,0
2687,Lontra,7705,9008,1,1
2688,Luisburgo,12880,6275,1,1
2689,Luislândia,7165,6680,1,1
2690,Luminárias,16610,5454,0,0
2691,Luz,27700,18172,0,0
2692,Machacalis,11512,7110,,0
2693,Machado,25254,41844,0,0
2694,Madre de Deus de Minas,32080,5087,0,0
2695,Malacacheta,10361,18700,,1
2696,Mamonas,7321,6532,1,1
2697,Manga,10457,18594,1,1
2698,Manhuaçu,23446,89256,0,0
2699,Manhumirim,20869,22608,,0
2700,Mantena,14175,27640,0,0
2701,Maravilhas,17799,7904,1,1
2702,Mar de Espanha,13446,12725,0,0
2703,Maria da Fé,11731,14136,,0
2704,Mariana,45786,60142,,0
2705,Marilac,10076,4134,1,1
2706,Mário Campos,10246,15207,0,0
2707,Maripá de Minas,18523,2959,0,0
2708,Marliéria,10650,4044,,0
2709,Marmelópolis,11612,2784,,0
2710,Martinho Campos,25038,13330,,0
2711,Martins Soares,24003,8299,,0
2712,Mata Verde,7985,8526,0,0
2713,Materlândia,9734,4482,0,0
2714,Mateus Leme,22650,30798,0,0
2715,Matias Barbosa,36877,14385,1,1
2716,Matias Cardoso,10400,11050,0,0
2717,Matipó,20179,18808,0,0
2718,Mato Verde,10009,12508,0,0
2719,Matozinhos,27209,37473,,0
2720,Matutina,18254,3758,0,0
2721,Medeiros,33119,3771,0,0
2722,Medina,10135,20882,0,0
2723,Mendes Pimentel,8689,6446,0,0
2724,Mercês,11118,10720,0,0
2725,Mesquita,8085,5666,1,1
2726,Minas Novas,9476,31471,0,0
2727,Minduri,17800,3896,0,0
2728,Mirabela,9323,13557,1,1
2729,Miradouro,12062,10721,0,0
2730,Miraí,16974,14913,0,0
2731,Miravânia,7718,4861,1,1
2732,Moeda,11827,4904,,0
2733,Moema,15042,7479,0,0
2734,Monjolos,12568,2240,0,0
2735,Monsenhor Paulo,20368,8648,1,1
2736,Montalvânia,8741,15012,0,0
2737,Monte Alegre de Minas,25230,20999,0,0
2738,Monte Azul,9231,21017,1,1
2739,Monte Belo,19976,13180,1,0
2740,Monte Carmelo,23654,47682,1,0
2741,Monte Formoso,7049,4889,1,1
2742,Monte Santo de Minas,18777,21534,0,0
2743,Montes Claros,23323,404804,0,0
2744,Monte Sião,17446,23569,0,0
2745,Montezuma,8410,8180,1,1
2746,Morada Nova de Minas,35287,8815,1,1
2747,Morro da Garça,18698,2488,0,0
2748,Morro do Pilar,10137,3211,1,1
2749,Munhoz,14682,6065,0,0
2750,Muriaé,19884,108113,0,0
2751,Mutum,14005,26997,0,0
2752,Muzambinho,18968,20594,1,1
2753,Nacip Raydan,8882,3219,0,0
