,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,Capag_real,Capag_predito
5164,Ponta Porã,Centro-oeste,Mato Grosso do Sul,Não,Polo,do Entorno,Média concentração urbana,Centro de Zona A,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,33619,0.1256339956632023,0.3988675290547621,0.1994512252126475,0.2760468863051116,0,0
5165,Porto Murtinho,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,20154,0.03372843136953305,0.2444603727846875,0.3641710785776471,0.3576370409792443,0,0
5166,Ribas do Rio Pardo,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,35805,0.08677798428645504,0.1841962973774219,0.2069130729846005,0.5221114136894315,1,1
5167,Rio Brilhante,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,62329,0.2211772336630452,0.2614974983725909,0.1173548785847063,0.3999694493599641,1,1
5168,Rio Negro,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19766,0.04957745207550576,0.2844554265533855,0.3833508219657223,0.2825937334281104,0,0
5169,Rio Verde de Mato Grosso,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,23783,0.06932042018533785,0.3115920442815676,0.3007086990557607,0.3183765272591659,1,0
5170,Rochedo,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,32574,0.2778643354693212,0.2515049923916799,0.2286679074391789,0.2419567022934083,0,0
5171,Santa Rita do Pardo,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,42797,0.1065196428628636,0.1438671916296384,0.1768450323403246,0.5727617259706101,0,0
5172,São Gabriel do Oeste,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,64330,0.1345520913959339,0.4430741151786433,0.1372324581700337,0.2851406527071909,0,0
5173,Sete Quedas,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,23074,0.0667376408530922,0.3329872246464434,0.3045230709917109,0.2957433012635158,0,0
5174,Selvíria,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,362080,0.7337501888165664,0.02079943217708934,0.02713165320919502,0.2183178675400291,0,0
5175,Sidrolândia,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,38621,0.1131958596852023,0.3306274274175065,0.1769699635151793,0.379206233184875,0,0
5176,Sonora,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,37941,0.1794287885962822,0.2534799617543532,0.1813682169022836,0.3857200165288758,0,0
5177,Tacuru,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,19473,0.0384733823472805,0.2316823203356557,0.349200315639555,0.3806343585203433,0,0
5178,Taquarussu,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Não,Não,31622,0.04864834828994527,0.1851100676983488,0.3184045045795942,0.4478185573120699,0,0
5179,Terenos,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,24177,0.1603185588328152,0.2237250642407465,0.271096995686618,0.3448551995801614,0,0
5180,Três Lagoas,Centro-oeste,Mato Grosso do Sul,Não,Polo,do Entorno,Média concentração urbana,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Não,Não,96639,0.5986416350374497,0.2421595527554131,0.0767295760366562,0.08246914233612088,0,0
5181,Vicentina,Centro-oeste,Mato Grosso do Sul,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,43496,0.3538211126855406,0.2089249492900609,0.1698979191367536,0.2673518877317062,0,0
5182,Acorizal,Centro-oeste,Mato Grosso,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,14351,0.1713105110620104,0.2549571006341645,0.438405693133232,0.1352979999426095,,1
5183,Água Boa,Centro-oeste,Mato Grosso,Não,Polo,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Sim,Não,Não,43513,0.06970176588270185,0.4867005908017558,0.1613896733519566,0.282205931661858,0,0
5184,Alta Floresta,Centro-oeste,Mato Grosso,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Sim,Não,Não,28252,0.1276989685708675,0.5428936122462338,0.242202719930677,0.087203919991771,0,0
5185,Alto Araguaia,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Sim,Não,Não,48128,0.427974258188092,0.2884214128528448,0.1518153775956881,0.1317877631335048,0,0
5186,Alto Boa Vista,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,16536,0.03055809342378944,0.2391384639309527,0.4096086931166534,0.3206753105378769,,1
5187,Alto Garças,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,44549,0.04167271520706746,0.3120590614047821,0.152340266688787,0.4939258829140831,0,0
5188,Alto Paraguai,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,10930,0.04406791299720177,0.2377555750115878,0.5368062350860929,0.1813531098178572,1,1
5189,Alto Taquari,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,84436,0.2453313349292153,0.218358798779174,0.0937450424660875,0.4425624560481322,0,0
5190,Apiacás,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,15526,0.05271507794295751,0.3513701104162388,0.4321602345725354,0.1637474945641781,0,0
5191,Araguaiana,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,22070,0.02610104030399302,0.2121254594156855,0.3778110010589921,0.3839313523951909,1,1
5192,Araguainha,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,20085,0.03368201982583931,0.2236157511364259,0.5747302700038337,0.1678624240100772,,0
5193,Araputanga,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Sim,Não,Não,27012,0.3191841984836679,0.3843073231667347,0.2399243070758042,0.05657922402384574,1,0
5194,Arenápolis,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,17218,0.06556325210491168,0.4708913302518037,0.3646309366365934,0.09889483952912831,1,1
5195,Aripuanã,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,37215,0.5542073008260059,0.1888662403410605,0.1773954169997335,0.07952970956568078,1,0
5196,Barão de Melgaço,Centro-oeste,Mato Grosso,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Sim,Não,Não,10677,0.03202217709735563,0.1862693650322846,0.5593442697757193,0.222341372150859,,0
5197,Barra do Bugres,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Sim,Não,Não,38012,0.2609209900573542,0.250841650248382,0.1682072706467262,0.3200292705206731,1,1
5198,Barra do Garças,Centro-oeste,Mato Grosso,Não,Polo,Polo,,Centro Subregional A,Centro Subregional,Região Rural de Centro Sub-regional,Sim,Não,Não,31280,0.1512282536984315,0.5720333794956225,0.2151331078711656,0.06160407020630383,1,1
5199,Bom Jesus do Araguaia,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,46962,0.0343327483501001,0.2151773134792143,0.156208178701196,0.5942746972976599,1,1
5200,Brasnorte,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,50175,0.05846723217062676,0.3178520843915089,0.1390123893250872,0.4846660565608379,0,0
5201,Cáceres,Centro-oeste,Mato Grosso,Não,Polo,Polo,,Centro Subregional A,Centro Subregional,Região Rural de Centro Sub-regional,Sim,Não,Não,20193,0.09140459463294216,0.5129955191113346,0.3136286484860295,0.08197006029270901,0,0
5202,Campinápolis,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,18210,0.1284330763632043,0.2703533710618957,0.3707945278730894,0.230415311260639,0,0
5203,Campo Novo do Parecis,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Centro Sub-regional,Sim,Não,Não,104853,0.187880026524056,0.3399208587282816,0.07226817783565619,0.3999306376785227,0,0
5204,Campo Verde,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Sim,Não,Não,56886,0.06811201477926448,0.3426847284089254,0.119275029832169,0.4699277761724031,0,0
5205,Campos de Júlio,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,206666,0.1562377108138657,0.2999577387202172,0.04766639702888523,0.4961373808359389,0,0
5206,Canabrava do Norte,Centro-oeste,Mato Grosso,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Sim,Não,Não,28327,0.05828038900423034,0.1487644588751346,0.2425422644042397,0.5503972775947925,0,0
