;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
706;Cajazeiras do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7820;0,030417381;0,17762531;0,685344006;0,106537069;0;0
707;Cajueiro da Praia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;10776;0,036490132;0,271965717;0,449459812;0,242071431;0;0
708;Caldeirão Grande do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;18567;0,573443181;0,100281625;0,27938673;0,046867447;;0
709;Campinas do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7851;0,035774029;0,216484252;0,612005926;0,135687999;;0
710;Campo Alegre do Fidalgo;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7534;0,056104436;0,187580394;0,705547497;0,050740305;0;0
711;Campo Grande do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9694;0,035375727;0,281435222;0,504795916;0,178374437;0;0
712;Campo Largo do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6871;0,027193709;0,163700331;0,743770695;0,065293874;0;0
713;Campo Maior;Nordeste;Piauí;Não;Polo;do Entorno;;Centro Subregional B;Centro Subregional;Região Rural de Capital Regional;Não;Sim;Não;13062;0,079378379;0,483874981;0,403265433;0,033477549;0;0
714;Canavieira;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7936;0,033527841;0,160749019;0,655655557;0,150034616;;0
715;Canto do Buriti;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;10520;0,046743561;0,377985701;0,449148271;0,126117573;0;0
716;Capitão de Campos;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8130;0,037779181;0,302325314;0,592076707;0,067807315;;0
717;Capitão Gervásio Oliveira;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8126;0,028924014;0,226533653;0,635972015;0,108505539;0;0
718;Caracol;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;7339;0,033435251;0,24472179;0,66837555;0,053427871;0;0
719;Caraúbas do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8107;0,028468333;0,20419277;0,614172182;0,15312244;0;0
720;Caridade do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7740;0,037959763;0,184574995;0,663960995;0,113450668;;0
721;Castelo do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Sim;Não;8915;0,066435661;0,295981226;0,530721375;0,106855627;;0
722;Caxingó;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8573;0,035183931;0,191491763;0,636470323;0,136808847;0;0
723;Cocal;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7999;0,035947978;0,289027287;0,562864749;0,112155206;;0
724;Cocal de Telha;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8206;0,031633987;0,23654902;0,680366013;0,051398693;0;0
725;Cocal dos Alves;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7695;0,034303257;0,22428368;0,617013704;0,124377113;;0
726;Coivaras;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8022;0,032853082;0,208392557;0,678285308;0,080404445;0;0
727;Colônia do Gurguéia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9236;0,052013177;0,345552709;0,532467057;0,069930454;;0
728;Colônia do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7239;0,037790698;0,224525704;0,64808369;0,089561659;0;0
729;Conceição do Canindé;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;10272;0,041583478;0,208539963;0,482922222;0,266911402;0;0
730;Coronel José Dias;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7531;0,042571599;0,198210024;0,664707637;0,094480907;0;0
731;Corrente;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;17079;0,041868133;0,443924374;0,288960521;0,225242066;0;0
732;Cristalândia do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;6859;0,025310201;0,155100472;0,659657406;0,159895319;;0
733;Cristino Castro;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Sim;Não;9800;0,050687845;0,396395626;0,509187306;0,043707845;0;0
734;Curimatá;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro de zona;Não;Sim;Não;8990;0,072596448;0,290074753;0,510725653;0,126592778;;0
735;Currais;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;55151;0,040828412;0,122625485;0,095077995;0,741456421;;0
736;Curralinhos;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6891;0,027787225;0,177708999;0,702435208;0,092000544;0;0
737;Curral Novo do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;13392;0,37258898;0,110288231;0,460149938;0,056954655;;0
738;Demerval Lobão;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Integrante de Capital Regional A;Capital Regional;Região Rural de Capital Regional;Não;Sim;Não;12246;0,299797728;0,276295344;0,404925521;0,018974709;0;0
739;Dirceu Arcoverde;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7395;0,03182735;0,219181121;0,661678096;0,087273094;;0
740;Dom Expedito Lopes;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;10880;0,046714564;0,428528663;0,429142344;0,095569526;0;0
741;Domingos Mourão;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;7753;0,033415765;0,205131376;0,630695518;0,130695518;0;0
742;Dom Inocêncio;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;6402;0,025522597;0,173697355;0,67737521;0,123387731;0;0
743;Elesbão Veloso;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9461;0,045654234;0,375092992;0,491530866;0,087706247;0;0
744;Eliseu Martins;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9128;0,048153626;0,339063599;0,538515627;0,074242902;0;0
745;Esperantina;Nordeste;Piauí;Não;Polo;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Centro Sub-regional;Não;Não;Não;9472;0,066430711;0,402546472;0,501676987;0,029340037;0;0
746;Fartura do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;5772;0,019905373;0,148935451;0,723994593;0,107130787;;0
747;Flores do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8416;0,051996105;0,218305745;0,619001252;0,110669078;0;0
748;Floresta do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8432;0,02945601;0,212355025;0,663706507;0,09443393;0;0
749;Floriano;Nordeste;Piauí;Não;Polo;Polo;;Centro Subregional A;Centro Subregional;Região Rural de Centro Sub-regional;Não;Sim;Não;18465;0,09352744;0,617730779;0,272268376;0,016472361;0;0
750;Francinópolis;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7256;0,040140042;0,22632036;0,641535038;0,09197742;0;0
751;Francisco Ayres;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8809;0,036975837;0,192463972;0,570430166;0,200102936;0;0
752;Francisco Macedo;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9442;0,165138571;0,223657706;0,565777593;0,045356672;;0
753;Francisco Santos;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7586;0,037877981;0,313691772;0,576204897;0,072194914;1;0
754;Fronteiras;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Sim;Não;8715;0,067115789;0,299610526;0,534610526;0,098642105;0;0
755;Geminiano;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8660;0,089746502;0,197074323;0,521374705;0,191781755;0;0
756;Gilbués;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;21181;0,03858565;0,186791018;0,232997416;0,541616468;;0
757;Guadalupe;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;70596;0,610817628;0,067711578;0,068450824;0,253017202;0;0
758;Guaribas;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Sim;Não;7350;0,034995058;0,180627625;0,701352854;0,082962688;;0
759;Hugo Napoleão;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7648;0,041088147;0,213213213;0,661932521;0,08373079;0;0
760;Ilha Grande;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7744;0,038084701;0,183391809;0,600154319;0,178340054;;0
761;Inhuma;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8959;0,061342819;0,292062024;0,506993034;0,139586451;;0
762;Ipiranga do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7368;0,043476336;0,252652706;0,606440283;0,09740116;0;0
763;Isaías Coelho;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7337;0,031184751;0,232454368;0,636509059;0,099818145;;0
764;Itainópolis;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7712;0,040219357;0,234047868;0,587659402;0,138049581;;0
765;Itaueira;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;10006;0,04319217;0,323558484;0,514943308;0,118286656;0;0
766;Jacobina do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8448;0,047939058;0,225335464;0,575443819;0,151237878;;0
767;Jaicós;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Sim;Não;9027;0,038220766;0,321818103;0,505883232;0,13407167;0;0
768;Jardim do Mulato;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;6659;0,031651933;0,178020454;0,707436297;0,082856648;;0
769;Jatobá do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8751;0,035388885;0,183084064;0,596969474;0,184533019;0;0
770;Jerumenha;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;9774;0,043008413;0,235712214;0,582245431;0,139009767;;0
771;João Costa;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;9051;0,036542378;0,161953627;0,637474542;0,163911954;;0
772;Joaquim Pires;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6745;0,034232084;0,21743612;0,658048066;0,09026203;0;0
773;Joca Marques;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7136;0,028593864;0,18244835;0,705613171;0,083317538;0;0
774;José de Freitas;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8962;0,058425182;0,32305743;0,532329863;0,086181418;0;0
775;Juazeiro do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;8752;0,098866787;0,221314876;0,59813533;0,081639337;0;0
776;Júlio Borges;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Sim;Não;7691;0,02962588;0,156011956;0,676116093;0,138221965;;0
777;Jurema;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Sim;Não;8522;0,092626823;0,187204765;0,621970631;0,098146437;0;0
778;Lagoinha do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7876;0,038039944;0,226056665;0,683186252;0,052624245;0;0
779;Lagoa Alegre;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;7363;0,03735449;0,232933007;0,66682881;0,062850146;0;0
780;Lagoa do Barro do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;38007;0,495645679;0,295839718;0,184267465;0,024239438;;0
781;Lagoa de São Francisco;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;6696;0,032103684;0,187011976;0,737445902;0,043415539;0;0
782;Lagoa do Piauí;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;12340;0,218758727;0,29463576;0,421169091;0,065393456;;0
783;Lagoa do Sítio;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8225;0,03831276;0,17148348;0,59484564;0,195333481;;0
784;Landri Sales;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;14646;0,048261966;0,202779758;0,324359888;0,424584681;0;0
785;Luís Correia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;10137;0,054924168;0,357106569;0,476980521;0,110985189;0;0
786;Luzilândia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Centro Sub-regional;Não;Não;Não;8110;0,042561526;0,316258214;0,573621956;0,067547996;;0
787;Madeiro;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6466;0,026740871;0,188252632;0,707808955;0,077158758;;0
788;Manoel Emídio;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7869;0,038353272;0,258293958;0,584673771;0,118653865;0;0
789;Marcolândia;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8248;0,039135605;0,330141145;0,599818483;0,03087347;0;0
790;Marcos Parente;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;9187;0,052512531;0,308674978;0,54586814;0,092944352;1;0
791;Massapê do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;6544;0,028425423;0,189175245;0,705377982;0,076996782;1;0
792;Matias Olímpio;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7071;0,054510893;0,237216744;0,656141023;0,052117665;;0
793;Miguel Alves;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7090;0,03584398;0,229985316;0,655510028;0,078656279;0;0
794;Miguel Leão;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;13228;0,084434562;0,183100381;0,614612452;0,117789072;1;0
795;Milton Brandão;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Sim;Não;7093;0,027567363;0,198636071;0,681098252;0,092653886;;0
796;Monsenhor Gil;Nordeste;Piauí;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8898;0,078513683;0,334086794;0,505864308;0,081535215;;0
797;Monsenhor Hipólito;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;8144;0,037157057;0,232244199;0,567916988;0,162648175;1;0
798;Monte Alegre do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Não;Não;18484;0,038290942;0,173153452;0,28543663;0,503108119;0;0
799;Morro Cabeça no Tempo;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro de zona;Não;Sim;Não;6972;0,027716331;0,113565387;0,70683149;0,151821731;;0
800;Morro do Chapéu do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;6960;0,041085032;0,201682152;0,693953939;0,063234841;0;0
801;Murici dos Portelas;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Não;Não;7391;0,029804284;0,156526429;0,651964864;0,161689012;1;0
802;Nazaré do Piauí;Nordeste;Piauí;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Centro Sub-regional;Não;Sim;Não;7348;0,038633161;0,241956318;0,639952247;0,079419133;0;0
